Rk,Gtm,Date,Var.4,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,X.,Thr,Opp..Starter..GmeSc.,SOPercH,IP,HA,RA,ER,UER,BBA,OSO,HRA,HBPA,ERA,BF,Pit,Str,IR,IS,SBA,CSA,ABA,2BA,3BA,IBBA,SHA,SFA,ROEA,DPT,NumPitchers,Umpire,Pitchers Used (Rest-GameScore-Dec),BAA,SLGA,OBPA,OPSA,WHIP,FIP,StrPerc,SOPerc,K_9,K_BB,HR_9,team,Year
119,119,Aug 11,,TBR,"L,0-1",30,29,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,1,.241,.317,.435,.753,3,12,L,R.Yarbrough(86),0.2583826429980276,9.0,6,1,1,0,0,5,1,0,5.16,32,120,79,0,0,0,1,32,0,0,0,0,0,0,0,4,Bill Miller,"S.Tuivailala (3-54), W.LeBlanc (4-L), B.Brennan (3), A.Bass (1)",0.26854954523695546,0.4801340354236477,0.32842606624810566,0.8085601016717534,1.4080760095011877,5.032527315914489,0.6412014735052423,0.19675324675324676,7.7729216152019,2.5249298630593597,1.744418052256532,SEA,2019
120,120,Aug 13,@,DET,"W,11-6",44,38,11,11,2,0,5,11,6,0,10,0,0,0,1,1,1,0,.242,.318,.438,.756,6,11,L,M.Boyd(30),0.2580855220316909,9.0,13,6,6,0,3,12,2,0,5.17,43,185,126,3,1,1,0,40,5,0,1,0,0,0,0,7,Eric Cooper,"Y.Kikuchi (5-24), Z.Grotz (6-W), B.Brennan (1), S.Tuivailala (1-H), M.Wisler (2-H), M.Magill (3-H), E.Swanson (6)",0.26908487434803224,0.48127074442863915,0.32882882882882886,0.8100995732574681,1.4112105511069242,5.027471502590673,0.6416152551878855,0.19751233111730646,7.808761186999529,2.5371201895264592,1.7465850211964202,SEA,2019
121,121,Aug 14,@,DET,"L,2-3",35,32,2,7,0,0,2,2,3,0,9,0,0,0,1,1,0,1,.241,.318,.438,.756,6,9,R,E.Jackson(54),0.25807841447651875,8.0,12,3,3,0,2,7,0,0,5.15,36,123,89,0,0,0,0,34,1,0,0,0,0,0,1,2,Jansen Visconti,"M.Gonzales (4-43-L), R.McClain (3)",0.26975540921919094,0.48047977422389465,0.32928905917411666,0.8097688333980113,1.4137447405329593,5.00642636746143,0.6421767949646299,0.19748882741008725,7.809256661991585,2.542396098737021,1.7335203366058907,SEA,2019
122,122,Aug 15,@,DET,"W,7-2",43,38,7,14,4,0,1,7,4,0,11,1,0,0,0,0,3,1,.242,.319,.439,.758,9,10,R,S.Turnbull(49),0.25805763073639276,9.0,8,2,2,0,0,9,1,0,5.13,33,118,85,1,0,0,0,32,0,1,0,0,1,1,2,6,Will Little,"M.Wisler (1-52), T.Milone (4-W), C.Gearrin (5-H), S.Tuivailala (1-H), M.Magill (1), A.Bass (3)",0.2696078431372549,0.47992530345471524,0.3286831536673008,0.808608457122016,1.4093648585999072,4.986832637923041,0.6426871783520558,0.19801352493660185,7.819193324061196,2.5670529574532206,1.7273991655076495,SEA,2019
123,123,Aug 16,@,TOR,"L,3-7",33,30,3,7,1,1,0,3,3,0,7,0,0,0,0,2,0,1,.242,.319,.438,.757,3,9,R,J.Waguespack(54),0.2577363289529462,8.0,11,7,7,0,1,5,4,0,5.15,34,108,74,0,0,0,0,33,2,0,0,0,0,0,2,2,John Tumpane,"M.Wisler (0-55), W.LeBlanc (4-L)",0.2700949733611304,0.48204771832290944,0.32885624344176284,0.8109039617646723,1.4100322135296826,5.015196502531063,0.6429396556466253,0.19765002098195553,7.803037275655775,2.5737001721264448,1.7478140819144041,SEA,2019
124,124,Aug 17,@,TOR,"W,4-3",35,28,4,6,1,0,2,4,5,0,5,0,0,2,0,1,0,2,.242,.319,.438,.757,4,9,R,T.Thornton(49),0.2568903850199874,9.0,9,3,3,0,3,6,2,0,5.13,37,148,98,2,0,0,1,34,3,0,0,0,0,0,1,7,Lance Barksdale,"R.McClain (2-45), C.Gearrin (1), T.Guilbeau (99-H), Z.Grotz (3-H), A.Bass (1-BW), S.Tuivailala (1-H), M.Magill (1-Sv)",0.27005286141116985,0.48241783498046426,0.3288213244481466,0.8112391594286108,1.4094020994979461,5.0213938840712,0.6430948873247122,0.19737663960024984,7.788224554997718,2.5690360694832117,1.7498858968507531,SEA,2019
125,125,Aug 18,@,TOR,"W,7-0",39,35,7,11,2,0,4,7,4,1,7,0,0,0,0,3,1,0,.243,.319,.441,.760,5,10,R,W.Font(49),0.25626043405676124,9.0,2,0,0,0,1,8,0,0,5.09,29,96,65,,,0,0,28,1,0,0,0,0,0,1,1,John Bacon,Y.Kikuchi (4-90-W),0.2687828271294816,0.48001826901118977,0.32746843303663836,0.8074867020478281,1.4006337709370755,4.994896333182435,0.6432719969603213,0.1978476821192053,7.789950203712087,2.5837139536769276,1.7356269805341784,SEA,2019
126,126,Aug 19,@,TBR,"W,9-3",40,35,9,9,0,0,3,8,4,0,9,1,0,0,1,1,1,0,.243,.320,.441,.761,4,9,L,B.McKay(28),0.25600165562913907,9.0,6,3,3,0,3,8,2,1,5.07,37,141,87,0,0,0,0,33,1,0,0,0,0,0,0,4,CB Bucknor,"M.Gonzales (4-48-W), E.Swanson (5), T.Guilbeau (1), C.Gearrin (1)",0.2681323662737987,0.47937443336355395,0.32703368940016436,0.8064081227637183,1.3973955994611584,4.9975653345307585,0.643072613660849,0.1979872663791333,7.791647956892681,2.5843811157877807,1.7377638078132016,SEA,2019
127,127,Aug 20,@,TBR,"W,7-4",42,36,7,9,4,0,2,6,6,0,8,0,0,0,1,0,1,0,.243,.320,.442,.762,8,10,R,D.Castillo(43),0.2554370127205581,9.0,8,4,4,0,4,6,0,0,5.06,39,180,106,0,0,1,0,35,2,0,1,0,0,0,0,5,D.J. Reyburn,"M.Wisler (3-50), T.Milone (4-W), S.Tuivailala (2-H), A.Bass (2-H), M.Magill (2-Sv)",0.2678210029233191,0.47785023611423433,0.3268799673935195,0.8047302035077538,1.3968819599109132,4.983265033407572,0.6425522833973538,0.1976365118174409,7.77728285077951,2.572876051033129,1.7238307349665924,SEA,2019
128,128,Aug 21,@,TBR,"L,6-7",39,35,6,8,1,2,1,6,2,0,7,2,0,0,0,0,1,0,.243,.320,.442,.762,6,11,R,C.Morton(48),0.2548341135762263,8.0,11,7,7,0,3,5,2,0,5.08,36,130,86,2,1,3,0,32,3,0,1,0,1,0,2,5,John Libka,"C.Gearrin (1-50), W.LeBlanc (4), R.McClain (3), T.Guilbeau (1), M.Magill (0-BL)",0.2683634739897299,0.47890154052243805,0.32733158001213836,0.8062331205345764,1.3993808049535603,4.992858911985847,0.64268305605595,0.19720873786407767,7.762052189296772,2.565721954685403,1.7275541795665634,SEA,2019
129,129,Aug 23,,TOR,"W,7-4",44,35,7,12,3,1,2,5,8,0,8,0,1,0,0,1,2,0,.244,.321,.444,.765,13,10,R,T.Thornton(33),0.25418599959653015,9.0,11,4,3,1,3,8,0,0,5.07,41,151,102,2,1,1,0,38,2,0,0,0,0,0,0,6,Kerwin Danley,"J.Sheffield (99-36), Z.Grotz (5), M.Wisler (2-BW), S.Tuivailala (2-H), A.Bass (2-H), M.Magill (1-Sv)",0.2685410670799203,0.47775071950409564,0.3274478330658106,0.8051985525699062,1.400614304519526,4.972666081614744,0.6429434954007884,0.1971915747241725,7.763931548924967,2.5665126236912874,1.7139096094778412,SEA,2019
130,130,Aug 24,,TOR,"L,5-7",42,36,5,8,4,0,1,5,6,0,8,0,0,0,1,0,1,0,.244,.321,.444,.765,10,11,R,W.Font(41),0.2536507301460292,9.0,7,7,7,0,8,8,2,1,5.08,41,171,96,4,1,0,1,32,4,0,0,0,0,0,1,6,Roberto Ortiz,"F.Hernandez (99-56), T.Guilbeau (2-H), M.Wisler (0-H), R.McClain (2-BL), A.Bass (0), E.Swanson (4)",0.2681908111672895,0.47812706089250384,0.32796019900497514,0.806087259897479,1.4026991728341314,4.988488463212886,0.6422171285684518,0.19717469160366097,7.765781454070527,2.534462034219074,1.716151501959077,SEA,2019
131,131,Aug 25,,TOR,"W,3-1",27,26,3,4,1,0,1,3,0,0,6,0,0,1,0,0,0,0,.243,.320,.443,.763,0,9,R,C.Buchholz(61),0.25348189415041783,9.0,5,1,1,0,3,8,0,0,5.05,35,135,87,0,0,0,0,32,3,0,0,0,0,0,0,3,Mike Muchlinski,"M.Gonzales (5-70-W), S.Tuivailala (1-H), M.Magill (1-Sv)",0.267408862693735,0.47653350796769267,0.32727272727272727,0.8038062352404199,1.3987041036717063,4.968643628509719,0.6422326832548756,0.1973918197984588,7.767602591792657,2.5354686429278446,1.7028077753779698,SEA,2019
132,132,Aug 26,,NYY,"L,4-5",35,31,4,4,0,0,2,4,4,0,14,0,0,0,0,0,0,0,.242,.320,.442,.762,4,10,L,J.Happ(55),0.2544951590594744,9.0,9,5,5,0,2,6,3,0,5.05,37,127,82,0,0,1,0,35,1,1,0,0,0,0,1,4,Manny Gonzalez,"M.Wisler (1-55), T.Milone (5-L), E.Swanson (1), W.LeBlanc (4)",0.2673310225303293,0.47746967071057195,0.3270551304689033,0.8045248011794752,1.3973424774967853,4.98339562794685,0.6422551135779628,0.19713613181639858,7.753964852121731,2.5378147016489483,1.712816116588084,SEA,2019
133,133,Aug 27,,NYY,"L,0-7",31,30,0,3,2,0,0,0,1,0,8,0,0,0,1,1,0,0,.241,.318,.440,.759,4,9,R,M.Tanaka(79),0.2545168892380204,9.0,11,7,6,1,5,7,2,1,5.06,45,176,105,0,0,0,0,39,3,0,0,0,0,1,0,4,Sam Holbrook,"Y.Kikuchi (8-24-L), R.McClain (2), E.Swanson (0), T.Guilbeau (2)",0.26745435016111707,0.47776584317937704,0.32749902761571376,0.8052648707950908,1.4002552105487027,4.992817524457678,0.6418457777325048,0.19677231188022554,7.748192258613356,2.5236278397047456,1.7150148872820077,SEA,2019
134,134,Aug 28,,NYY,"L,3-7",35,28,3,3,1,0,1,3,7,0,8,0,0,0,1,1,0,2,.240,.318,.439,.757,5,10,L,J.Paxton(56),0.2543397698459138,9.0,11,7,7,0,3,11,4,0,5.07,40,179,117,1,1,1,0,37,3,0,0,0,0,0,1,4,Jim Wolf,"J.Sheffield (4-36-L), M.Wisler (1), A.Bass (3), W.LeBlanc (1)",0.26768968456947995,0.479539641943734,0.327672713238132,0.807212355181866,1.4014352047277332,5.012227100042212,0.6419522535708878,0.1973760370441829,7.772899957788097,2.5321155416945125,1.7323765301815113,SEA,2019
135,135,Aug 29,@,TEX,"W,5-3",42,33,5,7,1,0,0,3,5,0,7,2,1,1,2,0,2,0,.240,.318,.438,.756,10,10,R,L.Lynn(59),0.2536273940800929,9.0,7,3,3,0,1,7,1,0,5.05,34,142,88,0,0,1,0,33,2,0,0,0,0,0,1,4,Gabe Morales,"F.Hernandez (4-47), T.Guilbeau (1), S.Tuivailala (3), M.Magill (3-W)",0.2673015873015873,0.47873015873015873,0.3270705521472393,0.805800710877398,1.3975701717637201,5.000342689568496,0.6417940365823102,0.1974314740272187,7.76707163803938,2.5431470827880793,1.7268537913699205,SEA,2019
136,136,Aug 30,@,TEX,"L,3-6",37,36,3,10,1,1,0,1,1,0,8,0,0,0,0,1,1,0,.241,.318,.437,.755,7,11,L,K.Allard(50),0.25336150595466767,8.0,7,6,5,1,2,7,1,0,5.06,35,127,88,1,0,0,0,31,4,0,0,1,1,2,0,2,Phil Cuzzi,"M.Gonzales (4-33-L), E.Swanson (2)",0.2670311185870479,0.4785534062237174,0.3266044562940392,0.8051578625177567,1.3957553058676655,4.992610070744902,0.6421173189921323,0.19744859101294746,7.7677902621722845,2.5478489472003147,1.7228464419475655,SEA,2019
137,137,Aug 31,@,TEX,"L,2-3",36,34,2,9,2,0,0,2,2,0,6,0,0,0,0,0,1,2,.241,.318,.436,.754,7,9,L,B.Burke(51),0.25276611980160246,8.1,6,3,3,0,2,6,0,0,5.05,34,116,79,0,0,0,0,32,3,0,1,0,0,0,0,5,Jansen Visconti,"T.Milone (4-60), M.Wisler (2-H), T.Guilbeau (1-H), A.Bass (2-H), M.Magill (1-BL)",0.26649958228905596,0.477234753550543,0.32601702932828763,0.8032517828788306,1.393022486772487,4.975739417989418,0.642340825824339,0.1973136587211502,7.760416666666667,2.5500599007359233,1.711309523809524,SEA,2019
138,138,Sep 1,@,TEX,"W,11-3",50,38,11,13,1,0,3,11,9,0,9,3,0,0,0,1,0,0,.242,.320,.438,.757,12,10,L,B.Martin(30),0.25207860922146635,9.0,9,3,3,0,3,7,0,1,5.03,38,154,91,0,0,0,0,34,2,1,0,0,0,0,2,5,Jerry Meals,"Y.Kikuchi (4-44-W), D.Altavilla (57), A.Adams (59), S.Tuivailala (2), B.Brennan (18)",0.2664869348817918,0.47656574035669846,0.3261318805185046,0.802697620875203,1.3925816510750042,4.958624979484655,0.6419516509433962,0.19722013523666415,7.75480059084195,2.5484818329652192,1.6986706056129985,SEA,2019
139,139,Sep 2,@,CHC,"L,1-5",32,30,1,4,2,0,0,1,2,0,10,0,0,0,0,0,0,0,.241,.319,.436,.755,4,14,R,K.Hendricks(68),0.25244177310293014,8.0,7,5,5,0,6,10,0,2,5.04,38,150,91,2,2,1,1,30,2,1,1,0,0,0,1,4,Ryan Blakney,"J.Sheffield (4-62), M.Wisler (1-L), T.Guilbeau (1-BSv), R.McClain (5)",0.2662819455894477,0.47588623248145095,0.32661816825219175,0.8025044007336427,1.394097505299201,4.945615848687429,0.6416934933177251,0.19768743006340916,7.777596608511333,2.535824501806177,1.6875917169411383,SEA,2019
140,140,Sep 3,@,CHC,"L,1-6",39,34,1,9,0,0,0,1,4,0,13,1,0,0,0,0,3,0,.241,.319,.435,.754,11,17,L,J.Lester(65),0.25303002051090806,8.0,8,6,6,0,5,8,3,0,5.05,36,158,92,0,0,1,0,30,1,0,0,0,1,1,1,5,Mike Estabrook,"F.Hernandez (4-48-L), W.LeBlanc (5), B.Brennan (1), E.Swanson (3), Z.Grotz (10)",0.2662843097091356,0.47664891437935275,0.32684824902723736,0.8034971634065902,1.3955937145634214,4.965174469463794,0.6412391093901258,0.1978510559466469,7.78551757654301,2.524763007966715,1.6985258383282036,SEA,2019
141,141,Sep 5,@,HOU,"L,9-11",54,51,9,12,2,0,4,9,3,0,15,0,0,0,0,0,2,0,.241,.319,.436,.755,6,14,L,W.Miley(19),0.2532767214325272,12.1,11,11,10,1,8,11,3,1,5.07,56,217,128,2,2,0,0,46,2,1,0,0,1,1,2,9,Joe West,"M.Gonzales (5-31), A.Adams (3-H), T.Guilbeau (2-H), A.Bass (4-H), S.Tuivailala (3-BSv), D.Altavilla (3), M.Magill (4), Z.Grotz (1), M.Wisler (2-L)",0.26603084415584416,0.4770698051948052,0.3271593618191821,0.8042291670139873,1.3972888425443168,4.981065051736584,0.6407050821478182,0.19783645031169783,7.789363920750782,2.503422194380641,1.7036977620919227,SEA,2019
142,142,Sep 6,@,HOU,"L,4-7",39,31,4,4,0,0,1,4,7,0,11,1,0,0,0,0,3,0,.240,.319,.434,.753,8,11,L,F.Valdez(46),0.2534824046920821,8.0,9,7,6,1,4,7,1,2,5.08,39,161,99,4,2,3,0,33,3,0,0,0,0,0,0,5,Dan Iassogna,"R.McClain (3-33), T.Milone (5-L), D.Altavilla (0), T.Guilbeau (0), B.Brennan (2)",0.2660753880266075,0.47691997581132833,0.3275673707210488,0.8044873465323772,1.3987407348370129,4.978565234717462,0.640507652818709,0.19770617149098854,7.789909938630748,2.4964943334635987,1.7000079700326771,SEA,2019
143,143,Sep 7,@,HOU,"L,1-2",32,31,1,6,2,1,0,1,1,0,10,0,0,0,0,1,1,1,.240,.318,.434,.752,4,10,R,J.Verlander(71),0.2538265306122449,8.0,6,2,2,0,3,8,1,0,5.06,32,133,86,1,0,0,0,28,2,0,0,0,1,0,1,3,Nick Mahrley,"Y.Kikuchi (5-56), A.Adams (1-L), S.Tuivailala (1)",0.26578472639807577,0.4764481860092203,0.3272990586531499,0.8037472446623701,1.3970064148253742,4.972137324780233,0.6405460299466251,0.19800904977375566,7.797576621525303,2.497659870779206,1.6963649322879544,SEA,2019
144,144,Sep 8,@,HOU,"L,1-21",28,28,1,1,0,0,1,1,0,0,17,0,0,0,0,0,0,0,.239,.317,.432,.749,0,11,R,G.Cole(91),0.2556200145032632,8.0,22,21,17,4,7,8,2,1,5.15,55,206,121,2,2,0,0,47,11,0,0,0,0,1,0,5,Hunter Wendelstedt,"F.Hernandez (4-5-L), E.Swanson (4), W.LeBlanc (4), R.McClain (1), Z.Grotz (2)",0.2676727561556791,0.4797458300238284,0.32944972217243235,0.8091955521962608,1.4110332887384907,4.985464547100023,0.6400336810590822,0.1974910394265233,7.805146769497127,2.4763488460933463,1.6998504761155269,SEA,2019
145,145,Sep 10,,CIN,"W,4-3",31,27,4,4,0,0,3,4,4,0,9,0,0,0,0,0,1,0,.238,.316,.432,.749,3,13,R,T.Bauer(64),0.2558139534883721,9.0,8,3,3,0,5,6,1,0,5.13,36,142,83,0,0,0,0,31,2,1,0,0,0,0,4,5,Paul Nauert,"J.Sheffield (7-55), A.Adams (2-BSv), T.Guilbeau (3), D.Altavilla (3-W), A.Bass (4-Sv)",0.2676139727649497,0.47977106769291494,0.3296527159394479,0.8094237836323628,1.4112682659998437,4.985508947409549,0.6396672707839584,0.1972934472934473,7.792451355786512,2.462167507388725,1.694928498866922,SEA,2019
146,146,Sep 11,,CIN,"W,5-3",31,25,5,4,1,0,1,5,3,0,11,2,1,0,1,1,2,2,.238,.316,.432,.748,2,11,R,S.Gray(63),0.2563642882753675,9.0,5,3,3,0,4,12,1,1,5.12,38,154,93,3,1,0,0,33,2,0,0,0,0,0,0,4,John Libka,"M.Gonzales (5-64-W), B.Brennan (4-H), S.Tuivailala (3-H), A.Bass (0-Sv)",0.2668627450980392,0.47862745098039217,0.3292057314700159,0.8078331824504081,1.408396058042989,4.973913090711569,0.6394130946338763,0.19808984789529538,7.821835958718088,2.466906015286007,1.6900752696515868,SEA,2019
147,147,Sep 12,,CIN,"L,5-11",41,38,5,11,3,0,3,5,3,0,13,0,0,0,0,0,0,0,.238,.317,.433,.750,9,9,R,T.Mahle(33),0.25680726107848373,9.0,11,11,11,0,7,9,3,0,5.16,45,177,105,5,2,3,0,36,2,0,0,0,2,0,0,7,Ed Hickox,"J.Dunn (99-39), Z.Grotz (3), T.Milone (5), D.Altavilla (1-BL), M.Wisler (6), A.Warren (99), E.Swanson (3)",0.26713395638629284,0.47955607476635514,0.3297648297648298,0.8093209045311849,1.4124990367573398,4.994072435848039,0.6390389016018306,0.19810493068959467,7.830006935347153,2.448970738161862,1.6991600524004007,SEA,2019
148,148,Sep 13,,CHW,"L,7-9",43,35,7,12,1,0,0,6,7,0,6,0,0,1,0,1,2,1,.239,.318,.433,.750,9,14,R,D.Covey(26),0.25591663723066055,9.0,15,9,9,0,3,8,3,0,5.19,43,163,105,1,0,0,2,40,2,1,0,0,0,1,0,6,Quinn Wolcott,"Y.Kikuchi (5-17-L), W.LeBlanc (4), B.Brennan (1), M.Magill (7), E.Swanson (0), A.Adams (2)",0.267967542503864,0.4812596599690881,0.33043023863438425,0.8116898986034724,1.41654549628836,5.006301216805694,0.6390769090991687,0.1980146290491118,7.831177776077141,2.4503782246072285,1.7081196908242136,SEA,2019
149,149,Sep 14,,CHW,"W,2-1",41,35,2,6,0,0,2,2,6,0,10,0,0,0,0,0,1,0,.239,.317,.432,.749,10,9,R,D.Cease(59),0.25583026477292653,10.0,7,1,1,0,1,10,0,0,5.15,37,135,87,0,0,0,0,35,2,0,0,1,0,0,1,4,Adrian Johnson,"F.Hernandez (5-66), S.Tuivailala (2), A.Bass (2), M.Magill (0-W)",0.26751103435041257,0.47975436576472846,0.3296988577362409,0.8094532235009694,1.4118629908103593,4.979778081567555,0.6391096261513455,0.19847724519813117,7.840054682159945,2.466613621212447,1.695146958304853,SEA,2019
150,150,Sep 15,,CHW,"W,11-10",51,40,11,17,1,0,1,11,11,1,9,0,0,0,0,2,0,0,.240,.319,.433,.752,15,15,R,I.Nova(22),0.2551268682655544,9.0,12,10,10,0,1,15,2,0,5.19,39,138,99,2,2,1,0,37,1,0,0,0,1,0,1,6,Alex Tosi,"J.Sheffield (4-32), B.Brennan (1), D.Altavilla (2), Z.Grotz (2), T.Guilbeau (4), A.Adams (1-W)",0.26791158536585363,0.4799923780487805,0.3297232250300842,0.8097156030788647,1.4120841819416157,4.967036131854869,0.6395943641748183,0.19972499140598143,7.888662593346911,2.493508722988777,1.6972165648336728,SEA,2019
151,151,Sep 17,@,PIT,"W,6-0",40,34,6,10,2,0,3,6,5,0,11,0,0,1,0,2,0,0,.240,.320,.434,.754,7,13,R,M.Keller(52),0.2552640662754574,9.0,8,0,0,0,1,5,0,0,5.15,34,127,79,0,0,0,2,33,1,0,0,0,0,0,0,3,James Hoye,"M.Gonzales (5-69-W), S.Tuivailala (2), R.McClain (8)",0.2677523196364325,0.478697216436281,0.3293454110408477,0.8080426274771286,1.4093054619015508,4.9499706301041435,0.6394949359746576,0.199419002050581,7.86918408631153,2.4988758270700844,1.6857720836142953,SEA,2019
152,152,Sep 18,@,PIT,"W,4-1",36,32,4,7,2,0,2,4,4,0,10,0,0,0,0,1,0,0,.240,.320,.434,.754,5,14,R,D.Agrazal(44),0.25540308747855917,9.0,6,1,1,0,3,2,0,0,5.12,34,117,74,0,0,0,0,31,1,1,0,0,0,0,2,4,Shane Livensparger,"J.Dunn (5-52), T.Milone (5-W), A.Bass (3), M.Magill (3-Sv)",0.26731927710843373,0.4775978915662651,0.32897196261682243,0.8065698541830875,1.406563965170797,4.9420643000669795,0.6394584997780737,0.19860686374447842,7.82987273945077,2.4871811238058763,1.6744809109176155,SEA,2019
153,153,Sep 19,@,PIT,"W,6-5",49,43,6,13,1,0,0,5,5,0,12,0,1,0,3,3,0,1,.241,.320,.433,.753,10,21,R,J.Musgrove(49),0.25531552985201567,11.0,11,5,5,0,3,10,0,0,5.12,46,160,106,0,0,0,0,43,4,0,0,0,0,0,0,8,Brian O'Nora,"Y.Kikuchi (5-30), Z.Grotz (3), D.Altavilla (3), T.Guilbeau (3), A.Adams (3), A.Bass (0), B.Brennan (3-W), E.Swanson (5-Sv)",0.2672268907563025,0.4765639589169001,0.3287809812847749,0.805344940201675,1.4054772274304272,4.919912748209936,0.6396209784045835,0.19875252865812543,7.832730493836274,2.4925477262637155,1.6608843286336459,SEA,2019
154,154,Sep 20,@,BAL,"L,3-5",33,32,3,4,1,0,1,3,1,0,5,0,0,0,1,0,0,0,.240,.319,.432,.751,3,9,L,R.Bleier(43),0.2547361299052774,8.0,8,5,5,0,4,7,2,0,5.12,35,145,86,0,0,1,0,31,1,0,0,0,0,0,1,4,Phil Cuzzi,"F.Hernandez (5-32-L), A.Warren (7), M.Wisler (7), R.McClain (2)",0.26717415521722987,0.4766060155959896,0.32886356017432117,0.8054695757703108,1.4060321420708886,4.927509943494533,0.6393255966717758,0.19875984581866935,7.832978645336464,2.4863210414876,1.6643428487561458,SEA,2019
155,155,Sep 21,@,BAL,"W,7-6",55,50,7,11,1,0,2,6,4,0,10,1,0,0,1,0,1,1,.240,.319,.431,.750,9,14,R,A.Wojciechowski(43),0.25406401876990115,13.0,8,6,6,0,2,11,1,3,5.11,52,188,123,4,0,1,2,45,3,0,0,1,0,1,0,10,Adam Hamari,"J.Sheffield (5-41), B.Brennan (1), M.Magill (2), A.Adams (1), S.Tuivailala (3), A.Bass (1), Z.Grotz (1), T.Guilbeau (1), D.Altavilla (1-W), E.Swanson (1-Sv)",0.2664334376726201,0.47523476339532317,0.3282366627887652,0.8034714261840883,1.4000145380533546,4.909137021152867,0.6394475090127264,0.19887024422661573,7.830922439485352,2.498903989478299,1.655157374427564,SEA,2019
156,156,Sep 22,@,BAL,"L,1-2",33,32,1,7,3,1,0,1,1,0,5,0,0,0,0,2,0,0,.240,.319,.431,.750,5,11,L,J.Means(62),0.2535,8.0,3,2,2,0,2,4,1,0,5.09,30,98,70,0,0,0,0,28,1,0,0,0,0,2,1,2,Ben May,"M.Gonzales (4-65-L), A.Warren (1)",0.2656164132625023,0.4740795017402455,0.32743509178104846,0.801514593521294,1.395533713955337,4.907286116932861,0.639764716058994,0.19854521408497272,7.811664378116643,2.4968295877424587,1.6520922165209222,SEA,2019
157,157,Sep 24,,HOU,"L,0-3",32,31,0,4,1,0,0,0,1,0,18,0,0,0,0,0,0,0,.239,.318,.429,.747,5,9,R,G.Cole(87),0.2551392572944297,9.0,5,3,3,0,5,5,1,0,5.08,36,140,84,1,1,1,0,31,2,0,0,0,0,0,2,5,Manny Gonzalez,"J.Dunn (5-55), T.Milone (5-L), B.Brennan (2), E.Swanson (2), R.McClain (3)",0.2650273224043716,0.473224043715847,0.3271412132171626,0.8003652569330095,1.3936956990019387,4.909268184102822,0.6395253858389579,0.19819227608874282,7.793494650678538,2.4814304232423203,1.6478782221583974,SEA,2019
158,158,Sep 25,,HOU,"L,0-3",29,28,0,2,0,0,0,0,1,0,10,0,0,0,0,0,0,0,.238,.317,.428,.744,2,10,R,Z.Greinke(87),0.25556838805477644,9.0,7,3,3,0,0,6,1,1,5.07,36,136,90,0,0,1,0,35,4,0,0,0,0,0,0,4,Sam Holbrook,"Y.Kikuchi (5-56-L), A.Warren (2), T.Guilbeau (3), M.Magill (3)",0.26461538461538464,0.4727601809954751,0.32652394182055894,0.7992841228160341,1.3897410287508025,4.899096668331312,0.6396546565799034,0.19800686162391767,7.781979025469073,2.4937758482335757,1.6437183420132695,SEA,2019
159,159,Sep 26,,OAK,"L,1-3",29,29,1,4,1,0,0,1,0,0,10,0,0,0,0,1,0,1,.238,.316,.426,.742,1,10,L,S.Manaea(65),0.25599343185550083,9.0,6,3,3,0,5,6,1,1,5.05,39,162,97,0,0,0,0,33,0,0,0,0,0,1,1,5,Angel Hernandez,"F.Hernandez (5-45-L), B.Brennan (1), S.Tuivailala (4), D.Altavilla (4), M.Wisler (5)",0.2641237855343649,0.4715725080964376,0.3264046768431309,0.7979771849395685,1.3886722903523072,4.899687956333735,0.6393734878390424,0.19772727272727272,7.770610335294535,2.480601209751329,1.639611540370029,SEA,2019
160,160,Sep 27,,OAK,"W,4-3",38,33,4,8,3,0,0,4,5,0,9,0,0,0,0,1,1,0,.238,.316,.426,.742,8,14,R,M.Fiers(53),0.2558746736292428,9.0,7,3,3,0,6,5,2,0,5.04,39,154,93,1,1,0,0,33,0,0,0,0,0,0,1,7,Chad Fairchild,"J.Sheffield (5-51), B.Brennan (0-H), Z.Grotz (5-H), T.Guilbeau (1-BSv), A.Bass (5), E.Swanson (2), A.Warren (1-W)",0.26381684850652837,0.47111429082453943,0.3264482814264967,0.7975625722510361,1.3890258505318025,4.912950482496302,0.6391430860709315,0.19728988546539764,7.753046418257378,2.4607150761554095,1.641896175248292,SEA,2019
161,161,Sep 28,,OAK,"L,0-1",35,33,0,6,0,0,0,0,1,0,6,1,0,0,0,0,1,0,.237,.315,.424,.740,8,13,L,B.Anderson(63),0.2553950997890638,9.0,6,1,1,0,4,8,1,0,5.01,35,149,93,0,0,1,0,31,1,0,0,0,0,0,2,4,Ryan Blakney,"M.Gonzales (5-64-L), S.Tuivailala (1), T.Guilbeau (0), M.Magill (2)",0.26342938456065457,0.4702952685876912,0.32621951219512196,0.7965147807828132,1.3872751452369287,4.908547490725835,0.6390495348252452,0.19746551170997753,7.754602085812277,2.4570367856929005,1.637852593266606,SEA,2019
