Rk,Gtm,Date,Var.4,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,X.,Thr,Opp..Starter..GmeSc.,SOPercH,IP,HA,RA,ER,UER,BBA,OSO,HRA,HBPA,ERA,BF,Pit,Str,IR,IS,SBA,CSA,ABA,2BA,3BA,IBBA,SHA,SFA,ROEA,DPT,NumPitchers,Umpire,Pitchers Used (Rest-GameScore-Dec),BAA,SLGA,OBPA,OPSA,WHIP,FIP,StrPerc,SOPerc,K_9,K_BB,HR_9,team,Year
47,47,May 20,@,TOR,"W,12-2",46,41,12,16,3,0,4,11,4,0,6,0,0,1,0,1,1,0,.257,.341,.432,.773,7,9,R,E.Jackson(34),0.2003257328990228,9.0,3,2,0,2,1,10,1,0,4.26,32,129,87,0,0,0,0,31,0,0,0,0,0,1,0,5,Mark Wegner,"D.Price (17-61-W), B.Workman (0), H.Hembree (2), R.Brasier (2), H.Velazquez (1)",0.2330588980367321,0.415452818239392,0.30677966101694915,0.7222324792563412,1.2473169568328166,3.9771767231099453,0.640746500777605,0.2648221343873518,10.06677796327212,3.0256112508870396,1.3093250655854995,BOS,2019
48,48,May 21,@,TOR,"L,3-10",40,32,3,7,0,0,3,3,8,0,10,0,0,0,1,3,0,0,.257,.342,.433,.775,10,9,R,M.Stroman(56),0.2013815090329437,8.0,11,10,10,0,5,10,3,1,4.39,40,166,97,0,0,0,0,34,1,0,0,0,0,0,0,3,Alan Porter,"E.Rodriguez (5-33-L), T.Thornburg (2), C.Brewer (2)",0.23496590204587725,0.41971481711097336,0.30939226519337015,0.7291070823043435,1.2614088462438569,4.042457758015446,0.6394529631164525,0.26449475427940367,10.088930493798268,2.9935629023186054,1.347999063889539,BOS,2019
49,49,May 22,@,TOR,"W,6-5",53,46,6,10,1,0,3,6,5,0,9,2,0,0,0,2,1,1,.255,.341,.433,.774,8,9,R,A.Sanchez(59),0.20051679586563306,13.0,11,5,5,0,3,13,3,0,4.37,53,207,134,0,0,0,0,50,3,0,1,0,0,0,0,6,Roberto Ortiz,"R.Porcello (4-66), B.Workman (1-H), M.Barnes (2-H), M.Walden (2-BSv), R.Brasier (1), H.Hembree (1-BW)",0.23451593505712567,0.42092603728202044,0.3081052066559313,0.7290312439379517,1.2559618441971383,4.067963206904383,0.639672307279076,0.26394849785407726,10.056779468544175,3.018219741120177,1.369520781285487,BOS,2019
50,50,May 23,@,TOR,"W,8-2",44,41,8,15,4,0,1,8,2,0,7,1,0,0,0,1,1,0,.258,.342,.436,.778,9,9,L,C.Richard(54),0.1995957554320364,9.0,5,2,2,0,0,6,1,1,4.32,33,134,89,0,0,0,0,32,3,0,0,0,0,0,0,4,Stu Scheurwater,"R.Weber (4-66-W), T.Lakins (29-H), R.Brasier (0), H.Velazquez (2)",0.23303834808259588,0.4194690265486726,0.3059071729957806,0.7253761995444532,1.2419318940574227,4.053083018028044,0.6401055408970976,0.2625197680548234,9.975517471622524,3.0550272989387155,1.3621188515468505,BOS,2019
51,51,May 24,@,HOU,"L,3-4",36,33,3,7,1,0,3,3,3,0,14,0,0,0,0,1,0,0,.257,.341,.437,.779,6,11,L,W.Miley(66),0.20297766749379653,8.0,4,4,2,2,5,6,1,0,4.28,36,127,75,0,0,0,0,30,0,0,0,0,1,2,0,3,Alfonso Marquez,"C.Sale (4-57-L), M.Walden (1), H.Hembree (1)",0.23130434782608697,0.416231884057971,0.3048654244306418,0.7210973084886128,1.239886289088126,4.073392083971135,0.639288958090048,0.26073460941541643,9.919090312705007,2.9998214392000477,1.3579706975727093,BOS,2019
52,52,May 25,@,HOU,"L,3-4",39,35,3,9,2,0,0,3,3,0,10,1,0,0,0,0,1,0,.257,.341,.435,.776,9,13,R,B.Peacock(71),0.20399221032132425,8.0,13,4,4,0,4,5,0,0,4.29,40,150,90,3,1,0,0,36,2,0,0,0,0,0,1,6,Scott Barry,"D.Price (4-51), C.Brewer (3), T.Lakins (1), H.Hembree (0), H.Velazquez (1), M.Barnes (2-L)",0.2339579784213515,0.41624077228847245,0.30730223123732253,0.723543003525795,1.2551042338276381,4.062914678701913,0.6385388825251368,0.2579827673593512,9.845261121856867,2.9591302831230744,1.3346228239845261,BOS,2019
53,53,May 26,@,HOU,"W,4-1",37,34,4,6,1,0,1,3,2,0,8,0,0,1,2,0,3,0,.256,.339,.432,.771,6,9,R,J.Verlander(63),0.20420851267336204,9.0,4,1,1,0,2,10,0,1,4.23,33,147,96,0,0,0,0,30,1,0,0,0,0,0,0,4,Tripp Gibson,"E.Rodriguez (4-64-W), B.Workman (3-H), M.Barnes (0-H), M.Walden (1-Sv)",0.23227247347850363,0.4120603015075377,0.3057356608478803,0.717795962355418,1.2439384355892895,4.017289057558507,0.6388055972013993,0.25872382851445663,9.84819734345351,2.9825872076317457,1.3092979127134725,BOS,2019
54,54,May 27,,CLE,"W,12-5",42,37,12,13,4,0,3,11,4,1,10,1,0,0,0,0,1,0,.258,.341,.438,.778,6,9,R,J.Rodriguez(24),0.20487576183778716,9.0,9,5,3,2,4,5,0,1,4.20,42,154,99,2,1,3,0,35,3,0,1,2,0,0,0,4,Ron Kulpa,"R.Porcello (4-43-W), H.Hembree (1), R.Brasier (3), H.Velazquez (1)",0.23274917853231106,0.41073384446878425,0.3063019052271617,0.717035749695946,1.2476722532588453,4.006468446099731,0.6388820789409169,0.255859375,9.757914338919925,2.943654850851076,1.2849162011173183,BOS,2019
55,55,May 28,,CLE,"L,5-7",40,37,5,10,4,1,0,3,2,0,7,1,0,0,1,0,0,0,.258,.340,.438,.778,8,9,R,Z.Plesac(57),0.2043258168430741,9.0,8,7,7,0,8,7,2,1,4.25,43,183,105,1,0,2,0,34,2,0,1,0,0,0,1,6,Gabe Morales,"D.Price (2-71), B.Workman (1-H), M.Walden (1-H), M.Barnes (1-H), R.Brasier (0-BSv), T.Lakins (2-L)",0.23279569892473118,0.4118279569892473,0.30813397129186604,0.7199619282811134,1.2573633963030673,4.065107048547634,0.6374535427406786,0.2539454806312769,9.707495429616088,2.8546852319767755,1.2979890310786106,BOS,2019
56,56,May 29,,CLE,"L,9-14",43,42,9,14,4,0,4,9,1,0,12,0,0,0,1,0,0,0,.260,.341,.443,.784,7,10,R,S.Bieber(33),0.20577617328519857,9.0,18,14,14,0,4,10,1,1,4.43,49,189,118,0,0,0,1,44,5,3,0,0,0,0,0,5,Marty Foster,"R.Weber (5-18-L), J.Taylor (99), C.Brewer (3), H.Velazquez (1), H.Hembree (1)",0.23686974789915966,0.41911764705882354,0.3118279569892473,0.7309456040480709,1.2786754438460004,4.059800917614203,0.6371629542790153,0.252803738317757,9.71274685816876,2.847218567443819,1.2926391382405744,BOS,2019
57,57,May 31,@,NYY,"L,1-4",33,30,1,5,0,0,1,1,3,1,9,0,0,0,0,1,0,0,.258,.339,.441,.780,5,11,L,J.Happ(60),0.20675855935971543,8.0,8,4,4,0,2,13,1,0,4.43,32,146,96,0,0,0,1,30,2,0,0,0,0,0,1,3,Jeremie Rehak,"C.Sale (6-51-L), R.Brasier (2), J.Taylor (1)",0.23733195449844882,0.41933815925542917,0.31183786273606634,0.7311760219914956,1.2782250147260945,4.032770861967406,0.6375057630244352,0.2550644567219153,9.789907716473591,2.885266392375397,1.290005890437856,BOS,2019
58,58,Jun 1,@,NYY,"L,3-5",40,36,3,11,1,0,1,3,4,0,14,0,0,0,0,2,0,0,.259,.340,.440,.780,10,11,R,D.German(43),0.2092616863259065,8.0,11,5,5,0,1,10,1,1,4.45,37,151,103,2,0,0,0,35,0,0,0,0,0,0,0,4,Bill Miller,"R.Porcello (4-30-L), M.Walden (3), B.Workman (3), M.Barnes (3)",0.23869984763839514,0.41899441340782123,0.3125,0.7314944134078212,1.2816547457954766,4.012376184032476,0.638268947547298,0.2553191489361702,9.812487918035957,2.9221283871302006,1.2874540885366326,BOS,2019
59,59,Jun 2,@,NYY,"W,8-5",39,38,8,13,1,1,2,7,1,0,8,0,0,0,0,0,0,1,.260,.340,.443,.783,4,11,L,C.Sabathia(54),0.20919243986254296,9.0,8,5,5,0,3,9,1,0,4.46,37,157,100,2,0,0,1,32,0,0,0,0,2,0,0,4,Chris Conroy,"D.Price (4-58-W), H.Hembree (3-H), M.Barnes (0), B.Workman (0-Sv)",0.23888055972013994,0.4177911044477761,0.31224944320712694,0.730040547654903,1.2806384191525746,4.006323769713092,0.6382457702582368,0.25512021371326804,9.798593957818735,2.9233202387633286,1.2825384761542848,BOS,2019
60,60,Jun 4,@,KCR,"W,8-3",41,36,8,10,4,1,1,8,4,0,6,0,0,1,0,0,0,0,.261,.340,.444,.785,6,10,R,G.Sparkman(59),0.208104685521317,9.0,7,3,3,0,1,10,1,0,4.43,34,138,90,1,0,1,0,33,2,0,0,0,0,1,1,5,Jim Wolf,"E.Rodriguez (8-56-W), H.Hembree (1-H), M.Walden (2-H), B.Workman (1), R.Brasier (3)",0.2384464110127827,0.4169124877089479,0.3111013602457218,0.7280138479546697,1.2740519334952365,3.985529983186998,0.6384564788423591,0.25570175438596493,9.801980198019804,2.9592406476828588,1.277788156174108,BOS,2019
61,61,Jun 5,@,KCR,"W,8-0",43,37,8,11,4,0,1,8,5,0,8,0,0,1,1,1,1,0,.261,.341,.445,.786,8,9,R,J.Junis(28),0.20771144278606965,9.0,3,0,0,0,0,12,0,0,4.36,29,102,73,,,0,0,29,0,0,0,0,0,0,0,1,Manny Gonzalez,C.Sale (4-93-W),0.23654871546291809,0.41250605913717886,0.30849220103986136,0.7209982601770402,1.2584971523057138,3.9286794047400333,0.6393104943625325,0.2576873105240364,9.83832445342642,3.0201512613572916,1.2566599301855594,BOS,2019
62,62,Jun 6,@,KCR,"W,7-5",41,34,7,9,1,1,1,6,6,1,8,1,0,0,0,2,2,0,.261,.342,.445,.787,7,10,L,D.Duffy(33),0.207501019160212,9.0,14,5,5,0,1,11,3,0,4.37,42,157,109,6,0,1,0,41,3,0,0,0,0,0,0,7,Dan Iassogna,"R.Weber (7-37), C.Brewer (7-W), M.Walden (1-H), R.Brasier (1-H), J.Taylor (5), H.Hembree (1-H), M.Barnes (3-Sv)",0.23859315589353614,0.41682509505703425,0.30936170212765957,0.7261867971846938,1.2651364540032533,3.9532011566961867,0.6402302526383115,0.2577626541897065,9.857220314476777,3.0604514923488715,1.2850171697090187,BOS,2019
63,63,Jun 7,,TBR,"L,1-5",33,31,1,4,2,0,0,1,2,0,7,0,0,0,0,0,0,0,.260,.339,.441,.781,5,11,R,Y.Chirinos(82),0.2075623491552695,9.0,10,5,5,0,1,9,2,0,4.38,37,150,97,0,0,0,1,36,1,0,0,0,0,0,0,3,Jeff Nelson,"R.Porcello (5-43-L), J.Taylor (0), M.Shawaryn (99)",0.23925233644859814,0.4177570093457944,0.3091746962714705,0.7269317056172648,1.2644495820736263,3.960932242575138,0.6403315496799916,0.25753768844221103,9.843499911079496,3.0902969700015075,1.2964609638982751,BOS,2019
64,64,Jun 8 (1),,TBR,"L,2-9",33,33,2,6,1,0,1,2,0,0,8,0,0,0,2,2,0,0,.258,.337,.439,.777,4,10,L,R.Yarbrough(72),0.20801905518062724,9.0,13,9,8,1,4,9,1,3,4.44,44,201,118,0,0,1,0,37,0,0,0,0,0,1,1,5,Cory Blaser,"J.Smith (20-34-L), C.Brewer (1), M.Shawaryn (0), R.Brasier (1), J.Taylor (0)",0.24115755627009647,0.4180064308681672,0.3118058412176059,0.7298122720857732,1.274286714510765,3.961418169088045,0.6392314015618578,0.2565789473684211,9.830211797654473,3.07374020984188,1.2917906528969019,BOS,2019
65,65,Jun 8 (2),,TBR,"W,5-1",36,28,5,6,3,0,0,5,6,1,10,0,1,1,0,0,0,0,.258,.337,.438,.775,7,9,R,R.Stanek(53),0.20900195694716242,9.0,6,1,1,0,2,14,0,0,4.38,36,159,104,0,0,0,0,34,2,0,0,0,0,1,0,4,Laz Diaz,"D.Price (5-66-W), B.Workman (3), M.Walden (1), M.Barnes (1)",0.24016282225237448,0.4151967435549525,0.310498581272801,0.7256953248277536,1.2683094950887472,3.9119148716181287,0.6394702254574866,0.2585089141004862,9.894881957608135,3.1120433149602458,1.2717559882819232,BOS,2019
66,66,Jun 9,,TBR,"L,1-6",37,35,1,8,1,0,0,1,2,0,12,0,0,0,1,0,0,1,.257,.336,.435,.772,9,9,L,B.Snell(64),0.21064814814814814,9.0,14,6,6,0,2,11,4,1,4.41,43,165,107,3,0,0,0,39,1,0,0,0,1,0,0,5,Roberto Ortiz,"E.Rodriguez (4-44-L), H.Hembree (2), M.Walden (0), C.Brewer (0), R.Brasier (0)",0.24222222222222223,0.42,0.31195219123505974,0.7319521912350597,1.2760902765993554,3.962345494654675,0.639618138424821,0.25846276383910793,9.911759714916002,3.135114245688614,1.3134227049041236,BOS,2019
67,67,Jun 10,,TEX,"L,3-4",43,38,3,9,2,0,1,3,4,0,9,0,1,0,0,2,1,0,.257,.336,.434,.770,7,13,L,M.Minor(70),0.21062618595825428,11.0,8,4,3,1,2,15,0,0,4.37,41,170,109,2,0,1,1,39,4,0,1,0,0,0,1,5,Hunter Wendelstedt,"C.Sale (4-78), B.Workman (1-H), M.Barnes (1-BSv), H.Hembree (0), R.Brasier (0-L)",0.2415902140672783,0.418086500655308,0.31085848686789497,0.728944987523203,1.2693653173413295,3.9086526736631684,0.6396440445922159,0.2601880877742947,9.955022488755622,3.176881488923975,1.2893553223388308,BOS,2019
68,68,Jun 11,,TEX,"L,5-9",40,36,5,9,3,1,2,5,4,0,12,0,0,0,0,0,0,0,.257,.336,.436,.772,8,10,R,A.Jurado(53),0.2119626168224299,9.0,9,9,8,1,8,15,1,0,4.43,44,195,112,2,1,0,0,35,3,0,0,0,1,1,0,4,Angel Hernandez,"D.Hernandez (48-41-L), C.Brewer (1), B.Poyner (48), M.Shawaryn (2)",0.24182444061962136,0.41824440619621345,0.31213872832369943,0.7303831345199129,1.2785163302150009,3.9098805186279337,0.6384224162748297,0.2615562403697997,10.029542097488923,3.1288880696742085,1.2850812407680947,BOS,2019
69,69,Jun 12,,TEX,"W,4-3",37,33,4,10,4,2,0,4,4,1,11,0,0,0,0,0,1,1,.258,.336,.437,.774,9,11,R,L.Lynn(55),0.21312684365781712,9.0,5,3,2,1,2,10,0,1,4.39,36,136,88,1,0,1,0,31,3,0,1,1,1,1,0,3,Vic Carapazza,"R.Porcello (4-62), B.Workman (1-BSv), M.Barnes (1-W)",0.24076433121019108,0.416135881104034,0.31090839984796653,0.7270442809520006,1.2712275594371665,3.877108523370532,0.638533674339301,0.26177811550151975,10.029112081513828,3.1459750696315236,1.2663755458515285,BOS,2019
70,70,Jun 13,,TEX,"W,7-6",36,34,7,9,1,0,5,7,2,0,8,0,0,0,1,0,0,0,.258,.336,.442,.778,5,10,R,A.Sampson(33),0.21324599708879186,9.0,9,6,6,0,9,11,0,3,4.41,47,212,120,3,0,3,1,35,3,0,1,0,0,0,0,8,Jordan Baker,"D.Price (4-21), M.Shawaryn (1), C.Brewer (1), T.Lakins (15), M.Walden (3), B.Workman (0-W), M.Barnes (0-H), J.Smith (4-Sv)",0.2410041841004184,0.41506276150627613,0.31329350261389094,0.7283562641201671,1.2816834050693449,3.8755654391838035,0.637106509425202,0.2612915266890631,10.043041606886657,3.070040787684751,1.248206599713056,BOS,2019
71,71,Jun 14,@,BAL,"W,13-2",50,41,13,16,1,0,6,13,7,0,6,2,0,0,0,2,0,0,.260,.339,.448,.787,10,11,R,L.Ortiz(34),0.21157969978556113,9.0,9,2,2,0,0,6,1,1,4.38,36,149,96,0,0,0,0,34,2,0,0,1,0,0,0,3,Mark Carlson,"E.Rodriguez (4-65-W), T.Lakins (0), J.Smith (0)",0.24133663366336633,0.415016501650165,0.31282240235814296,0.727838904008308,1.2776991984912778,3.867779663680654,0.6372046162300787,0.260036832412523,9.985855728429987,3.096355423007763,1.2446958981612448,BOS,2019
72,72,Jun 15,@,BAL,"W,7-2",43,38,7,12,1,0,1,5,4,0,12,0,0,1,1,1,1,0,.261,.339,.448,.788,9,9,R,D.Bundy(47),0.21260119676170364,9.0,8,2,2,0,3,15,0,0,4.35,38,158,103,0,0,0,0,34,1,0,0,0,1,0,0,4,Jansen Visconti,"C.Sale (4-61-W), M.Walden (1-H), M.Barnes (1-H), B.Workman (1)",0.24125305126118796,0.4129373474369406,0.3125,0.7254373474369407,1.2769254610258796,3.8261183945451727,0.6374142289635247,0.26189611333091173,10.055788005578801,3.121077009653262,1.2273361227336124,BOS,2019
73,73,Jun 16,@,BAL,"W,8-6",48,43,8,14,2,1,2,8,5,0,6,0,0,0,1,1,1,0,.262,.340,.450,.790,10,10,L,J.Means(45),0.21114572516441676,10.0,12,6,4,2,5,9,2,0,4.34,48,236,150,5,0,2,0,43,1,1,0,0,0,2,1,8,Tripp Gibson,"B.Johnson (71-45), C.Brewer (2), M.Shawaryn (2-H), J.Taylor (7-H), M.Walden (0-BSv), T.Lakins (1), B.Workman (0-W), J.Smith (1)",0.2419032387045182,0.41423430627748903,0.3132142857142857,0.7274485919917748,1.2833816572562187,3.8518757820845413,0.6373762376237624,0.2606212067118886,10.025942316496263,3.0930892758781408,1.2360750801159774,BOS,2019
74,74,Jun 17,@,MIN,"W,2-0",33,33,2,7,2,0,0,2,0,0,10,0,0,0,0,0,1,0,.261,.339,.448,.787,4,9,R,J.Berrios(78),0.21218343600273784,9.0,5,0,0,0,2,9,0,0,4.28,34,125,87,0,0,0,0,31,2,0,0,1,0,0,0,3,Mark Wegner,"R.Porcello (4-76-W), C.Brewer (0-H), R.Brasier (6-Sv)",0.24091627172195892,0.4119273301737757,0.3119266055045872,0.7238539356783629,1.2765316874905916,3.8251696522655427,0.6380169624901635,0.2606701940035273,10.01204275176878,3.1049115583378852,1.2193286165888906,BOS,2019
75,75,Jun 18,@,MIN,"L,3-4",68,64,3,17,2,0,2,3,2,1,17,1,1,0,0,2,2,1,.261,.338,.446,.784,14,11,R,M.Pineda(62),0.21304347826086956,16.1,15,4,4,0,5,16,1,2,4.23,69,259,162,0,0,0,0,62,4,0,1,0,0,0,0,9,Jeremie Rehak,"D.Price (4-57), M.Shawaryn (1), R.Brasier (0-H), B.Workman (1-BSv), M.Barnes (2), J.Taylor (1), C.Brewer (0), H.Velazquez (19-BSv), B.Johnson (1-L)",0.24094063222821896,0.41056283731688514,0.31209094040647606,0.7226537777233613,1.2757201646090535,3.8048289241622575,0.6377393980848153,0.2599862258953168,9.986772486772487,3.106868030122217,1.2037037037037037,BOS,2019
76,76,Jun 19,@,MIN,"W,9-4",46,35,9,12,4,1,0,9,10,0,6,0,0,1,0,3,0,0,.262,.340,.447,.787,10,10,R,K.Gibson(23),0.21179183135704874,9.0,9,4,4,0,4,10,2,0,4.22,39,145,90,0,0,0,0,35,1,0,0,0,0,0,0,3,Jim Reynolds,"E.Rodriguez (4-51-W), M.Barnes (0), M.Walden (2)",0.24115633320654242,0.4111829593001141,0.3123725356900068,0.7235554949901208,1.2779228314476356,3.823225413402959,0.6375306139684148,0.2599388379204893,9.986945169712794,3.0970406056434965,1.2140992167101827,BOS,2019
77,77,Jun 21,,TOR,"W,7-5",45,41,7,14,1,2,1,7,2,0,13,1,0,1,0,1,0,0,.264,.341,.449,.789,9,12,R,T.Thornton(55),0.21291788380395976,10.0,11,5,4,1,5,15,1,1,4.22,46,190,118,1,0,2,0,40,0,0,1,0,0,1,2,6,Adam Hamari,"C.Sale (5-45), C.Brewer (2), J.Taylor (2), R.Brasier (2), M.Barnes (1), B.Workman (2-W)",0.24166354439865118,0.41026601723491946,0.3132530120481928,0.7235190292831122,1.2825278810408922,3.811655132971118,0.6372703848391655,0.2609568417530947,10.037174721189592,3.0951152732034446,1.2096082356305404,BOS,2019
78,78,Jun 22,,TOR,"L,7-8",40,35,7,9,4,0,1,7,5,0,8,0,0,0,0,1,1,0,.264,.341,.449,.789,6,10,R,D.Law(32),0.21275232297340596,9.0,10,8,7,1,5,12,2,0,4.25,42,197,114,3,2,0,0,37,0,0,0,0,0,0,0,6,Todd Tichenor,"B.Johnson (3-61), M.Shawaryn (3), M.Walden (2-H), M.Barnes (0-BL), R.Brasier (0), J.Smith (5)",0.24205469327420548,0.4105691056910569,0.31386138613861386,0.7244304918296708,1.2874082439299832,3.828059853190288,0.636326463853451,0.2612999010227648,10.062111801242237,3.0815921559472397,1.2196499153020892,BOS,2019
79,79,Jun 23,,TOR,"L,1-6",36,34,1,7,1,0,0,0,1,0,10,1,0,0,1,0,0,0,.263,.340,.446,.786,8,10,R,M.Stroman(67),0.2134938232499208,9.0,10,6,6,0,5,6,1,0,4.27,41,146,89,0,0,0,0,36,4,0,1,0,0,0,1,2,Phil Cuzzi,"R.Porcello (5-34-L), J.Smith (0)",0.2425237053245806,0.4113785557986871,0.3145555193747965,0.7259340751734835,1.2921661555617507,3.8426590465570114,0.6360109907871343,0.259765625,10.011151379983273,3.0456852791878175,1.2168943406746586,BOS,2019
80,80,Jun 24,,CHW,"W,6-5",43,36,6,12,5,0,2,6,7,3,9,0,0,0,0,0,1,1,.264,.341,.448,.790,11,11,R,L.Giolito(48),0.2134375,9.0,8,5,5,0,4,10,2,0,4.28,38,153,95,5,1,2,0,33,1,0,1,1,0,0,1,5,Bill Welke,"E.Rodriguez (4-43), M.Walden (1), C.Brewer (2), J.Taylor (2), B.Workman (2-W)",0.24252252252252252,0.4118918918918919,0.31457060147957544,0.7264624933714674,1.2926762114537445,3.859649779735683,0.6358266145126527,0.2598070739549839,10.01101321585903,3.037479793992707,1.2265969162995596,BOS,2019
81,81,Jun 25,,CHW,"W,6-3",35,32,6,10,3,0,1,6,1,0,7,1,0,1,0,1,0,0,.264,.341,.449,.790,5,9,R,C.Fulmer(52),0.2132921174652241,9.0,10,3,2,1,1,15,0,0,4.25,38,153,111,0,0,0,0,37,4,0,0,0,0,1,0,4,Lance Barrett,"D.Price (6-55-W), M.Barnes (2-H), R.Brasier (2-H), B.Workman (0-Sv)",0.24288762446657183,0.4114509246088193,0.3142675564029234,0.7257184810117427,1.2918139787870546,3.8150334511830297,0.6369085173501577,0.26143583227446,10.072069621974435,3.0822815624882964,1.2115855316834376,BOS,2019
82,82,Jun 26,,CHW,"L,7-8",44,42,7,15,4,0,1,6,2,0,4,0,0,0,0,1,0,0,.266,.342,.450,.792,10,14,R,R.Lopez(44),0.21164989326014028,9.0,12,8,8,0,1,14,2,3,4.30,41,170,114,0,0,0,1,35,2,0,0,2,0,0,1,5,Roberto Ortiz,"C.Sale (4-49), M.Walden (1), S.Wright (99), M.Barnes (0-BL), J.Taylor (1)",0.24411661397962767,0.4134176325957148,0.3152446675031368,0.7286623000988516,1.2936593229446534,3.809110155830199,0.6373540856031128,0.26246472248353714,10.119559376679206,3.123017797843364,1.2211176786673832,BOS,2019
83,83,Jun 29,,NYY,"L,13-17",50,43,13,18,3,0,3,12,6,0,5,0,0,1,0,1,0,0,.268,.344,.454,.798,10,13,R,M.Tanaka(18),0.2099729648543106,9.0,19,17,17,0,6,11,3,0,4.45,51,208,123,1,1,0,0,45,7,0,0,0,0,0,1,8,Ed Hickox,"R.Porcello (5-16), C.Brewer (4), S.Wright (2-L), M.Shawaryn (6), J.Taylor (2), R.Brasier (3), H.Velazquez (10), M.Walden (2)",0.24688796680497926,0.4190871369294606,0.31799938252547083,0.7370865194549314,1.3113883727103797,3.8484571276878152,0.6366212283657527,0.2617283950617284,10.13007698433767,3.0947775628626695,1.2423679320414123,BOS,2019
84,84,Jun 30,,NYY,"L,8-12",42,40,8,15,3,0,3,8,1,0,8,0,0,0,0,2,0,0,.269,.344,.457,.801,7,10,L,S.Tarpley(29),0.20973005043013943,9.0,13,12,11,1,9,10,1,0,4.53,50,229,136,3,3,0,0,40,3,0,1,0,1,1,0,7,Carlos Torres,"E.Rodriguez (5-53), C.Brewer (0-H), M.Walden (0-BL), M.Barnes (3), J.Taylor (0), R.Brasier (0), S.Wright (0)",0.24795361527967258,0.419849931787176,0.31985405898449376,0.7397039907716698,1.3247639034627492,3.8672004197271774,0.6358846993301723,0.260790273556231,10.128541448058762,3.031694993109784,1.2395068205666318,BOS,2019
85,85,Jul 2,@,TOR,"W,10-6",43,41,10,15,3,0,3,10,2,0,8,0,0,0,0,1,1,0,.271,.345,.459,.805,6,9,R,T.Thornton(8),0.20943175161101346,9.0,8,6,6,0,6,10,1,0,4.54,40,164,99,0,0,0,0,33,3,0,0,0,1,0,1,4,David Rackley,"D.Price (6-59-W), C.Brewer (1), J.Taylor (1), T.Kelley (99)",0.2478920741989882,0.41989881956155145,0.32021628116551515,0.7401151007270665,1.3274565724656469,3.873839253305678,0.635491784997398,0.2606606606606607,10.127041742286751,3.0033562852496454,1.236712470832253,BOS,2019
86,86,Jul 3,@,TOR,"L,3-6",35,34,3,8,3,0,1,3,1,0,9,0,0,0,0,1,0,0,.270,.344,.459,.803,5,10,R,D.Phelps(53),0.20991591765729198,8.0,11,6,6,0,5,8,3,1,4.57,39,149,96,0,0,1,0,32,3,0,0,0,1,0,2,3,Larry Vanover,"C.Sale (6-34-L), M.Walden (2), S.Wright (2)",0.24891558224891558,0.42308975642308977,0.32155581947743467,0.7446455759005244,1.3343597639209648,3.915821914293046,0.6355882352941177,0.26001780943900266,10.115473441108545,2.9794904935206286,1.258660508083141,BOS,2019
87,87,Jul 4,@,TOR,"W,8-7",39,35,8,8,0,0,3,8,4,0,7,0,0,0,0,0,0,0,.270,.344,.459,.803,4,12,R,D.Law(44),0.2095756880733945,9.0,11,7,7,0,5,7,3,0,4.60,43,161,96,1,0,0,0,38,5,0,0,0,0,0,0,6,Chad Whitson,"H.Velazquez (4-34), C.Brewer (1), J.Taylor (1), R.Brasier (3-H), M.Barnes (3-H), B.Workman (8-BW)",0.24942339373970346,0.4260296540362438,0.32219290530636174,0.7482225593426055,1.3394216133942163,3.9585459157787923,0.6351282610275416,0.2587924970691676,10.079908675799087,2.9530784923581153,1.278538812785388,BOS,2019
88,88,Jul 5,@,DET,"W,9-6",45,40,9,14,3,0,2,8,4,0,6,0,0,1,1,1,0,0,.271,.345,.461,.805,9,9,L,R.Carpenter(44),0.20860458533823945,9.0,9,6,4,2,2,9,1,0,4.59,38,153,103,1,1,0,0,35,2,0,0,0,1,1,1,5,Eric Cooper,"E.Rodriguez (4-58-W), M.Walden (1), R.Brasier (0-H), M.Barnes (0), H.Hembree (24)",0.2495114006514658,0.4257328990228013,0.32183241519280953,0.7475653142156109,1.3380988211687985,3.9513965387509407,0.6355469311484836,0.25855072463768114,10.067720090293454,2.9633566991129863,1.2753950338600453,BOS,2019
89,89,Jul 6,@,DET,"W,10-6",49,42,10,17,3,2,0,9,4,0,6,0,1,2,2,1,1,0,.273,.346,.462,.808,12,10,R,J.Zimmermann(8),0.20742601898380794,9.0,14,6,6,0,2,9,2,0,4.60,43,183,124,4,1,0,0,41,0,2,0,0,0,0,0,6,Andy Fletcher,"R.Porcello (6-31-W), C.Brewer (1-H), J.Taylor (1-H), M.Barnes (0-H), B.Workman (1-H), S.Wright (2)",0.2507232401157184,0.42783670845387334,0.32245131729667814,0.7502880257505515,1.3430059523809523,3.9605277777777776,0.6360927856990849,0.25794446034927,10.055803571428571,2.9734992244480383,1.2834821428571428,BOS,2019
